PitchNo,Date,Time,Batter,PitchUID,Equipment,Handedness,Plane Score,Connection Score,Rotation Score,Bat_Speed,Rotational_Acceleration,OPE,Attack_Angle,Early_Connection,Connection_at_Impact,Vertical_Bat_Angle,Power,Peak_Hand_Speed,Time_to_Contact,PAofInning,PitchofPA,PitcherThrows,PitcherTeam,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,wOBA.x,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League.x,GameID,Connection_Diff,Swings,League.y,College_wOBA,College_wRC_plus,CollegeK,CollegeBB,CollegeMiss,K,BB,Pitches Per PA,Swing,SwStr,Whiff,Z-Swing,Chase,Contact,Z-Contact,O-Contact,PA,BIP,xwOBA,wOBA.y,xwOBAcon,wOBAcon,HardHit,Barrel,Max_EV,Avg_EV,Med_EV,SD_EV,IQR_EV,Avg_LA,Med_LA,SD_LA,IQR_LA,Avg_Dist,Avg_Spin,AvgBS,MedBS,MaxBS,Top_10%_Avg_BS,10%_Number,SD_BS,AvgAA,Med_AA,SD_AA,AvgTTC,SD_TtC,AvgVBA,SD_VBA,AvgEC,MedEC,SDEC,AvgCI,MedCI,SD CI,AvgOPE,Med OPE,SD OPE,Avg Peak Hand Speed,SD PHD,Avg Power,SD PWR,Average Rotational Acceleration,SD RA,Z_AA,Z_BS,Z_VBA,Z_OPE,Z_CI,Z_EC,Z_TTC,Zone
11,7/16/19,6:06:07 PM,Player B,eb98e152-a815-11e9-92df-cc2f719bf2a2,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,53,53,41,63.4,8,69,11,93,79,-31,2.96,19.8,0.18,2,7,Right,FAL_COM,Right,WAR_GAT,Windup,1,Top,1,3,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,83.2011765,-1.154952582,-1.110428771,2088.937249,166.400197,0.479166667,6.268026248,2.027012153,5.684362079,-30.44897701,10.33661971,-2.509930991,2.653876415,0.782829671,75.81809801,-6.85167988,-1.58264401,0.459647528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.013123058,5.890534985,-1.932129254,50,6.15207002,2.423420163,-120.9789467,-3.391489239,1.490093881,25.27389373,-23.51029339,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190716-CCBLFalmouth-1,14,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,0.25,-0.32,0.285714286,-0.333333333,0.142857143,0.25,2,Middle In
78,7/16/19,6:41:11 PM,Player B,d1ead831-a81a-11e9-92df-cc2f719bf2a2,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,62,57,43,65.4,9,81,9,93,81,-34,3.7,19.5,0.15,2,3,Right,FAL_COM,Right,WAR_GAT,Windup,3,Top,1,0,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,79.16454692,0.263870219,-1.46695809,2129.094167,137.7197727,0.4375,6.265917701,2.198236723,5.334999229,-43.43492731,3.134622306,-2.890124448,2.893952763,0.580978998,70.79958745,-7.896209489,-2.013099171,0.491159487,80.26320681,23.71876813,-46.1576226,4665.651918,67.87895127,33.8446492,-86.55861212,231.2458611,90.70762498,-58.71029393,2.882785034,1.00568621,1.573619283,-2.063988575,50,6.259694375,3.030729183,-114.8596499,-0.813008109,1.30445864,27.03266767,-30.1329335,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190716-CCBLFalmouth-1,12,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,0,0.08,-0.142857143,1,0.428571429,0.25,-1,Up & In
79,7/16/19,6:41:44 PM,Player B,e5cf83a8-a81a-11e9-92df-cc2f719bf2a2,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,56,45,43,63.9,9,72,7,104,83,-31,3.48,18.7,0.15,2,4,Right,FAL_COM,Right,WAR_GAT,Windup,3,Top,1,0,2,Fastball,Fastball,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,90.86067251,-2.035529166,-3.105640434,2334.239931,200.0434014,0.53125,6.287444677,2.161214774,5.746269409,-13.85613458,20.55365641,7.510359156,3.234317868,-0.106780584,81.9044021,-4.645815994,-1.688815742,0.422194465,90.47065795,3.3635722,-2.397801974,2734.910636,NA,NA,NA,92.8333597,91.56008288,-4.027182938,0.757195435,-5.026968427,11.70954291,-1.907856012,50,6.109920721,6.901786089,-131.8516527,-5.158155536,-8.731952004,31.50888273,-11.83432131,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190716-CCBLFalmouth-1,21,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,-0.25,-0.22,0.285714286,0,0.714285714,0.9375,-1,Up & Middle
164,7/16/19,7:32:59 PM,Player B,0e1c1278-a822-11e9-92df-cc2f719bf2a2,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,60,54,43,66.2,9.1,77,6,96,83,-38,3.74,19.5,0.15,4,2,Left,FAL_COM,Right,WAR_GAT,Stretch,5,Top,1,1,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,88.66179584,-0.328922998,4.650529653,2028.655462,123.572949,0.416666667,5.062074588,-3.383330326,5.432324666,-25.70788686,10.83222232,-16.3722798,2.610735006,-0.383463783,80.14071901,-5.136050167,1.58954505,0.435067296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.12765449,5.861076324,2.982269669,50,5.015438877,-9.884524452,-128.4712621,-1.628817438,16.76893335,28.92498049,-22.46953125,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190716-CCBLFalmouth-1,13,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,-0.375,0.24,-0.714285714,0.555555556,0.714285714,0.4375,-1,Middle Away
166,7/16/19,7:34:18 PM,Player B,3c36c274-a822-11e9-92df-cc2f719bf2a2,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,57,47,49,62.4,11.9,74,11,103,84,-27,3.32,18.1,0.15,4,4,Left,FAL_COM,Right,WAR_GAT,Stretch,5,Top,1,2,1,Fastball,Fastball,InPlay,Undefined,Popup,Out,0,1,0,NA,87.63361117,0.333466111,4.397835462,2136.407722,133.4130639,0.4375,5.124041784,-3.408866599,5.319106227,-23.327384,14.56109818,-15.42855239,3.493928627,-0.559746837,78.33394308,-4.046396793,1.503304871,0.443021825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.667665434,7.620362668,3.0212806,50,5.137937399,-9.227647209,-126.9031108,-0.063878813,15.45986912,30.66384202,-19.98808594,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190716-CCBLFalmouth-1,19,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,0.25,-0.52,0.857142857,0.222222222,0.857142857,0.875,-1,Up & Away
247,7/16/19,8:21:54 PM,Player B,dfa57105-a828-11e9-92df-cc2f719bf2a2,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,49,47,43,65.7,9,64,24,92,72,-23,3.33,18.8,0.17,3,1,Left,FAL_COM,Right,WAR_GAT,Windup,7,Top,2,0,0,Slider,Other,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,74.59070807,1.713615394,2.144234127,2085.835919,245.7953334,0.09375,4.673580447,-3.307974764,5.308225319,-44.57523372,7.491002622,16.77351022,2.568881074,0.103207151,67.42372885,-6.606339263,5.283354287,0.519337414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.191222731,3.407730245,3.101805655,50,4.797608288,-4.546719761,-108.2208665,1.925071991,-9.538893693,22.06662807,-28.20565731,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190716-CCBLFalmouth-1,20,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,1.875,0.14,1.428571429,-0.888888889,-0.857142857,0.1875,1,Middle Middle
251,7/16/19,8:23:19 PM,Player B,14d7156b-a829-11e9-92df-cc2f719bf2a2,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,61,46,49,63.1,12.1,79,8,94,74,-25,3.49,18.8,0.15,3,5,Left,FAL_COM,Right,WAR_GAT,Windup,7,Top,2,3,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,87.86977316,0.726630418,4.538550556,2170.524302,128.6446271,0.427083333,4.903000082,-3.300861932,5.422333319,-24.70785562,13.04457429,-16.35897136,3.526713872,-0.404624758,78.08746913,-3.934627677,1.455070331,0.442225695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.33233043,6.705917824,2.908858306,50,4.950982628,-9.541818989,-127.1822707,0.781738646,16.49773867,32.20011352,-21.46664034,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190716-CCBLFalmouth-1,20,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,-0.125,-0.38,1.142857143,0.777777778,-0.571428571,0.3125,-1,NA
253,7/16/19,8:24:14 PM,Player B,37f747c6-a829-11e9-92df-cc2f719bf2a2,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,58,53,43,67.1,8.9,75,10,92,78,-36,3.74,20.1,0.16,3,7,Left,FAL_COM,Right,WAR_GAT,Windup,7,Top,2,3,2,Slider,Slider,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,75.95594559,0.738035027,2.930419544,2132.993133,241.2892993,0.083333333,4.729558558,-3.249287545,5.391992164,-46.93026097,2.975013758,5.517232363,1.51124366,-0.041089793,68.98226018,-8.007817011,3.963394741,0.508445893,89.24562608,6.528304274,2.145562715,1049.947919,109.9989883,4.278597566,-0.30261664,143.2604015,142.1385104,-0.878919683,1.249302368,-1.995360715,1.345447787,2.984062238,50,4.763255316,-5.806339343,-110.2221742,0.0262629,-2.419362291,22.22324572,-30.54270159,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190716-CCBLFalmouth-1,14,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,0.125,0.42,-0.428571429,0.333333333,0,0.1875,0,NA
338,7/16/19,9:12:03 PM,Player B,e4cccdc0-a82f-11e9-92df-cc2f719bf2a2,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,54,44,40,62.9,7.2,70,12,101,79,-18,3.13,17.9,0.16,4,6,Right,FAL_COM,Right,WAR_GAT,Stretch,9,Top,2,3,2,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,94.86488163,-1.344634646,-2.208716094,2448.916716,198.0672957,0.520833333,5.880824189,1.64118294,6.176508651,-8.314817111,22.70216589,7.415385043,3.945155296,0.218624343,85.3349502,-2.9279537,-0.796295716,0.400840222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.765958636,12.84792384,-1.478210047,50,5.775078117,5.078507007,-137.9021311,-3.508628212,-9.040139799,34.95417738,-7.803919376,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190716-CCBLFalmouth-1,22,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,0.375,-0.42,2.142857143,-0.222222222,0.142857143,0.75,0,NA
339,7/16/19,9:12:25 PM,Player B,ec73e6ab-a82f-11e9-92df-cc2f719bf2a2,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,62,49,46,62.1,10.6,80,4,94,76,-32,3.38,18.1,0.15,4,7,Right,FAL_COM,Right,WAR_GAT,Stretch,9,Top,2,3,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,95.24295979,-2.394998321,-2.576217166,2441.499537,196.1558109,0.520833333,5.96603908,1.592470987,6.047099907,-8.310431673,23.34092838,6.770270901,3.053050664,-0.229608428,83.76683179,-3.99086755,-1.274673441,0.404918581,90.17239981,-3.639921885,-12.93258328,NA,NA,NA,NA,34.0162071,32.66774818,-12.59453193,0.256082153,-4.717730565,13.71942424,-1.395693587,50,5.775290347,5.992270365,-138.0876778,-6.052408412,-8.759616625,41.72890527,-6.700593676,FAL_COM,WAR_GAT,CCBLFalmouth,CCBL,CCBL,20190716-CCBLFalmouth-1,18,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,-0.625,-0.58,0.142857143,0.888888889,-0.285714286,0.3125,-1,Up & Middle
15,7/19/19,4:37:08 PM,Player B,fa87233a-aa64-11e9-b28d-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,61,47,42,62.8,8.4,79,7,79,81,-49,3.24,19.8,0.16,2,3,Right,FAL_COM,Left,WAR_GAT,Windup,1,Bottom,1,0,2,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,Single,0.89,0,0,NA,87.67906921,-0.425541889,-5.787178285,1861.67431,256.8586733,0.104166667,5.114750507,3.066725128,5.581683494,-32.04649747,5.114879153,22.05794523,2.044791646,-0.517678731,79.5898987,-6.413357349,-1.666094345,0.438750289,90.13330649,6.226450434,-1.984005444,1029.963351,109.8698249,5.592883182,-5.339601185,153.4478538,153.4478538,-3.417205395,1.319978027,-13.48845082,2.857541264,-2.582328622,50,5.057335896,12.12208734,-126.8822321,-2.018609456,-21.866052,27.31562213,-27.54170444,WAR_GAT,FAL_COM,CCBLWareham,CCBL,CCBL,20190719-CCBLWareham-1,-2,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,-0.25,-0.44,-2.285714286,0.777777778,0.428571429,-0.625,0,Down & Away
77,7/19/19,5:10:51 PM,Player B,b346fcc5-aa69-11e9-b28d-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,63,69,43,60.5,9.1,81,-3,91,86,-40,3.3,19.7,0.14,3,3,Right,FAL_COM,Left,WAR_GAT,Windup,3,Bottom,2,1,1,Cutter,Cutter,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,89.29567098,0.229358778,-3.277080727,2331.265025,174.0406439,0.489583333,5.138884347,3.007675549,5.438793068,-30.49169961,5.084545497,-0.534252582,2.813011312,-0.108532453,81.7662917,-5.43566618,-3.376462675,0.429290791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.622200879,2.634131883,-2.717422536,50,5.138345557,7.445391108,-129.703597,-0.551985991,-1.06061704,26.9616536,-27.68385053,WAR_GAT,FAL_COM,CCBLWareham,CCBL,CCBL,20190719-CCBLWareham-1,5,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,-1.5,-0.9,-1,1,1.142857143,0.125,-2,Middle Middle
78,7/19/19,5:11:14 PM,Player B,bcb98a80-aa69-11e9-b28d-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,65,63,45,59,10.1,85,-3,91,82,-35,2.97,18.4,0.15,3,4,Right,FAL_COM,Left,WAR_GAT,Windup,3,Bottom,2,1,2,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,95.26424953,-1.109161753,-3.72313921,2198.978766,223.3733216,0.0625,5.348179867,2.909638058,5.37548542,-17.37804532,15.10931536,14.30370689,2.857944496,0.606597113,83.74889493,-4.405843607,-1.009132843,0.410231243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.096496744,8.508641537,-2.585751538,50,5.236958617,8.447920761,-137.8721233,-3.311342672,-16.85446546,41.31851277,-16.40879201,WAR_GAT,FAL_COM,CCBLWareham,CCBL,CCBL,20190719-CCBLWareham-1,9,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,-1.5,-1.2,-0.285714286,1.444444444,0.571428571,0.125,-1,Middle In
185,7/19/19,6:18:30 PM,Player B,22ce1df0-aa73-11e9-b28d-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,58,60,42,62.4,8.2,75,9,85,85,-42,2.93,20.7,0.17,3,2,Right,FAL_COM,Left,WAR_GAT,Stretch,6,Bottom,1,0,1,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,84.6587968,-0.058248278,-2.508430854,2813.26471,70.13117524,0.34375,5.47493232,2.078942423,5.574892815,-41.44270945,-1.586224185,-4.28565952,1.966921398,-0.622383685,76.85029515,-7.809009729,-3.31424568,0.454381894,68.99612118,-23.73625817,56.67364539,NA,NA,NA,NA,6.790062605,6.421264316,41.72611133,0.051333618,1.490291975,-0.830182263,-1.86035828,50,5.443297186,5.523991307,-122.9439733,-1.459736406,2.248114333,27.65393088,-33.42638345,WAR_GAT,FAL_COM,CCBLWareham,CCBL,CCBL,20190719-CCBLWareham-1,0,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,0,-0.52,-1.285714286,0.333333333,1,-0.25,1,Down & Away
156,6/30/19,7:56:56 PM,Player B,c1128c91-9b92-11e9-b28b-1c1bb52a548f,Bat,L,58,28,45,66.2,9.8,75,2,62,75,-39,3.84,16.4,0.15,3,2,Right,COT_KET,Left,WAR_GAT,Windup,6,Bottom,2,1,0,Fastball,ChangeUp,InPlay,Undefined,GroundBall,Out,0,1,0,NA,86.94883882,-2.257498715,-2.489851511,1764.907067,224.1001443,0.0625,6.204369572,0.866369267,5.161087785,-24.59562943,13.37049293,12.991567,2.026982926,-0.395796854,79.56996507,-6.798999127,-0.07736007,0.443475508,92.94157449,-5.859970735,23.2097703,NA,NA,NA,NA,20.71618586,19.98464063,21.06432033,0.143291626,-7.521033965,7.655853101,-0.643915683,50,5.975143455,5.024670962,-126.2204288,-5.858589083,-12.12971708,25.75991025,-19.82689888,WAR_GAT,COT_KET,CCBLWareham,CCBL,CCBL,20190630-CCBLWareham-1,-13,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,-0.875,0.24,-0.857142857,0.333333333,-0.428571429,-1.6875,-1,Down & Away
212,7/11/19,8:37:56 PM,Player B,4cc1f2f2-a43d-11e9-b28c-1c1bb52a548f,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,59,50,42,60.9,8.2,77,7,90,73,-29,2.93,18.6,0.16,1,5,Right,BOU_BRA,Left,WAR_GAT,Windup,7,Bottom,0,2,2,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,NA,0,0,NA,88.19855185,-2.474366389,-1.207500676,2339.546012,208.5848493,0.041666667,6.033555281,0.813369071,5.968554863,-13.76003136,22.59634049,12.33080011,2.5910735,0.72134955,79.13331091,-5.081678367,1.139674461,0.433972077,75.11827206,34.00925326,-59.86844874,4212.431816,49.23247132,50.04368773,-98.36703995,241.6589879,55.31652588,-67.25727114,3.403894653,-7.107301319,13.11283895,-0.724595021,50,5.830067928,2.315654365,-128.1023246,-5.965926753,-11.57408955,31.39703209,-10.82006826,WAR_GAT,BOU_BRA,CCBLWareham,CCBL,CCBL,20190711-CCBLWareham-1,17,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,-0.25,-0.82,0.571428571,0.555555556,-0.714285714,0.0625,0,Middle In
111,7/2/19,6:09:09 PM,Player B,08add673-9d16-11e9-8da8-38baf8f1539b,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,56,40,44,70.5,9.3,73,10,96,69,-28,3.83,20.2,0.17,2,1,Left,YAR_RED,Left,WAR_GAT,Windup,5,Top,1,0,0,Slider,Slider,InPlay,Undefined,LineDrive,Single,0.89,0,0,NA,80.43217871,-1.467745475,2.16489313,2557.896813,178.7702321,0.5,5.926421926,-2.077623627,4.946294173,-37.48148186,8.51054818,-0.183622474,1.414842935,-0.046409964,71.72461143,-8.453475091,2.130393144,0.488104496,67.96343901,34.04037237,-8.782671619,4298.541486,107.8089725,49.91569031,-21.84407336,225.9613315,225.9613315,-14.83539513,3.839440918,0.903611657,5.022661467,1.867824065,50,5.754566774,-4.397832449,-116.4981262,-4.229917263,1.202113228,28.40179093,-25.49218723,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,27,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,0.125,1.1,0.714285714,0.111111111,-1.285714286,0.4375,1,NA
245,7/2/19,7:28:39 PM,Player B,1eb7fc3e-9d21-11e9-8da8-38baf8f1539b,Axe Bat (iOS Only) 33.5 in / 30.5 oz,L,66,51,42,65.5,8.2,86,-7,91,76,-39,4.03,18.5,0.14,3,4,Right,YAR_RED,Left,WAR_GAT,Stretch,9,Top,1,1,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,91.55469737,-2.743295826,-4.930761767,2189.132724,219.3801966,0.052083333,5.689301164,2.457056844,6.511594246,-15.02850299,18.20470648,14.96862812,1.908533108,-0.830979287,82.11658952,-5.621456795,-2.065938535,0.414913591,79.87860568,3.054167602,-34.12182227,3437.450966,NA,NA,NA,73.66264693,72.99295554,-36.11288088,0.684804077,-9.940644709,11.0042431,-2.119476244,50,5.490953082,11.00798657,-132.6299811,-6.8146112,-17.37121768,33.37905574,-12.94419899,YAR_RED,WAR_GAT,CCBLYarmouth,CCBL,CCBL,20190702-CCBLYarmouth-1,15,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,-2,0.1,-0.857142857,1.555555556,-0.285714286,0.125,-2,NA
47,6/28/19,7:28:21 PM,Player B,6f0615f4-99fc-11e9-b15b-d0c637ddbcc3,Bat,L,55,46,43,66,8.8,72,11,79,81,-31,3.48,17.3,0.16,2,2,Left,CHA_ANG,Left,WAR_GAT,Windup,2,Top,1,1,0,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,0,1,0,NA,72.25439653,1.46124513,2.145630554,2073.305281,287.7934315,0.145833333,5.578034881,-2.406122043,5.744701603,-57.03401579,-2.549542722,7.784406469,2.186779499,0.240963271,65.71058384,-9.236485671,3.615683795,0.531260952,76.86210359,-22.91275861,32.62474367,NA,NA,NA,NA,8.550153097,8.323694924,20.37747647,0.055831909,-3.490681164,-1.8525738,2.223273451,50,5.665148303,-4.138929182,-104.9363088,1.159126312,-3.826176101,20.56951748,-34.20467618,CHA_ANG,WAR_GAT,CCBLChatham,CCBL,CCBL,20190628-CCBLChatham-1,-2,1049,Cape,NA,NA,NA,NA,15,26,5,3.9,46,8,16,66,27,84,90,74,94,65,0.193,0.308,0.294,0.393,0,0,93,78,79,11,21,5,3,19,22,103,2706,65,66,74,73,71,5,9,9,8,0.16,0.01,-33,7,89,95,16,78,78,7,72,73,9,18,2,3,0.5,9,2,0.25,0.2,0.285714286,0,0.428571429,-0.625,0,Down & Middle
